,Person,Platform,Movie,RR,EDA
0,8.0,2.0,1.0,1.0519933,7.1038
0,8.0,2.0,1.0,1.2317813,7.0987
0,8.0,2.0,1.0,0.62911458,7.1752
0,8.0,2.0,1.0,0.85311042,7.1293
0,8.0,2.0,1.0,0.87592478,7.0783
0,8.0,2.0,1.0,0.71196567,7.0528
0,8.0,2.0,1.0,0.68269231,7.0375
0,8.0,2.0,1.0,0.55685764,7.0171
0,8.0,2.0,1.0,0.62457643,7.0069
0,8.0,2.0,1.0,0.61364746,6.9967
0,8.0,2.0,1.0,0.51062863,6.9814
0,8.0,2.0,1.0,0.68214699,6.9712
0,8.0,2.0,1.0,0.77277521,6.9967
0,8.0,2.0,1.0,0.89786575,7.1803
0,8.0,2.0,1.0,0.69027673,7.1395
0,8.0,2.0,1.0,1.0413194,7.0783
0,8.0,2.0,1.0,0.92393526,7.0375
0,8.0,2.0,1.0,0.87314069,7.0171
0,8.0,2.0,1.0,,7.0579
0,8.0,2.0,1.0,,7.3027
0,9.0,2.0,1.0,,6.8743
0,9.0,2.0,1.0,,6.8029
0,9.0,2.0,1.0,,6.7315
0,9.0,2.0,1.0,,6.6499
0,9.0,2.0,1.0,,6.5632
0,9.0,2.0,1.0,,6.502
0,9.0,2.0,1.0,,6.4459
0,9.0,2.0,1.0,,6.3898
0,9.0,2.0,1.0,,6.3439
0,9.0,2.0,1.0,,6.298
0,9.0,2.0,1.0,,6.2725
0,9.0,2.0,1.0,,6.2317
0,9.0,2.0,1.0,,6.2062
0,9.0,2.0,1.0,,6.9661
0,9.0,2.0,1.0,,8.0932
0,9.0,2.0,1.0,,8.6236
0,9.0,2.0,1.0,,10.5769
0,9.0,2.0,1.0,,11.449
0,9.0,2.0,1.0,,10.9492
0,9.0,2.0,1.0,,10.1791
0,9.0,2.0,1.0,,9.5977
0,9.0,2.0,1.0,,9.2203
0,9.0,2.0,1.0,,8.9704
0,9.0,2.0,1.0,,9.0418
0,9.0,2.0,1.0,,9.0469
0,9.0,2.0,1.0,,8.8072
0,9.0,2.0,1.0,,8.5522
0,9.0,2.0,1.0,,8.3941
0,9.0,2.0,1.0,,8.236
0,9.0,2.0,1.0,,8.0575
0,9.0,2.0,1.0,,7.9096
0,9.0,2.0,1.0,,7.7974
0,9.0,2.0,1.0,,7.7362
0,9.0,2.0,1.0,,7.6342
0,9.0,2.0,1.0,,7.522
0,9.0,2.0,1.0,,7.4149
0,9.0,2.0,1.0,,7.3231
0,9.0,2.0,1.0,,7.2313
0,9.0,2.0,1.0,,7.1497
0,9.0,2.0,1.0,,7.063
0,9.0,2.0,1.0,,6.9865
0,9.0,2.0,1.0,,6.9355
0,9.0,2.0,1.0,,6.9763
0,9.0,2.0,1.0,,7.4812
0,9.0,2.0,1.0,,7.8178
0,9.0,2.0,1.0,,8.899
0,9.0,2.0,1.0,,9.5824
0,9.0,2.0,1.0,,9.307
0,9.0,2.0,1.0,,8.8582
0,9.0,2.0,1.0,,8.5267
0,9.0,2.0,1.0,,8.3533
0,9.0,2.0,1.0,,8.236
0,9.0,2.0,1.0,,8.0728
0,9.0,2.0,1.0,,7.9249
0,9.0,2.0,1.0,,7.7719
0,9.0,2.0,1.0,,7.6546
0,9.0,2.0,1.0,,7.5475
0,9.0,2.0,1.0,,7.4506
0,9.0,2.0,1.0,,7.3435
0,9.0,2.0,1.0,,7.2466
0,9.0,2.0,1.0,,7.165
0,9.0,2.0,1.0,,7.0885
0,9.0,2.0,1.0,,7.0222
0,9.0,2.0,1.0,,6.9508
0,9.0,2.0,1.0,,6.8794
0,9.0,2.0,1.0,,6.8233
0,9.0,2.0,1.0,,6.7672
0,9.0,2.0,1.0,,6.706
0,9.0,2.0,1.0,,6.655
0,9.0,2.0,1.0,,6.604
0,9.0,2.0,1.0,,6.553
0,9.0,2.0,1.0,,6.502
0,9.0,2.0,1.0,,6.451
0,9.0,2.0,1.0,,6.4102
0,9.0,2.0,1.0,,6.3796
0,9.0,2.0,1.0,,6.3388
0,9.0,2.0,1.0,,6.298
0,9.0,2.0,1.0,,6.2521
0,9.0,2.0,1.0,,6.2113
0,9.0,2.0,1.0,,6.1756
0,9.0,2.0,1.0,,6.2164
0,9.0,2.0,1.0,,6.3694
0,9.0,2.0,1.0,,6.604
0,9.0,2.0,1.0,,7.0018
0,9.0,2.0,1.0,,7.0375
0,9.0,2.0,1.0,,6.9508
0,9.0,2.0,1.0,,7.6087
0,9.0,2.0,1.0,,8.5114
0,9.0,2.0,1.0,,8.8327
0,9.0,2.0,1.0,,8.797
0,9.0,2.0,1.0,,8.5012
0,9.0,2.0,1.0,,8.1595
0,9.0,2.0,1.0,,7.8943
0,9.0,2.0,1.0,,7.6648
0,9.0,2.0,1.0,,7.5067
0,9.0,2.0,1.0,,7.3639
0,9.0,2.0,1.0,,7.2313
0,9.0,2.0,1.0,,7.114
0,9.0,2.0,1.0,,7.0069
0,9.0,2.0,1.0,,6.9151
0,9.0,2.0,1.0,,6.8182
0,9.0,2.0,1.0,,6.7315
0,9.0,2.0,1.0,,6.6448
0,9.0,2.0,1.0,,6.5734
0,9.0,2.0,1.0,,6.5071
0,9.0,2.0,1.0,,6.4561
0,9.0,2.0,1.0,,6.3898
0,9.0,2.0,1.0,,6.3388
0,9.0,2.0,1.0,,6.2827
0,9.0,2.0,1.0,,6.2623
0,9.0,2.0,1.0,,6.2368
0,9.0,2.0,1.0,,6.2113
0,9.0,2.0,1.0,,6.1654
0,9.0,2.0,1.0,,6.1042
0,9.0,2.0,1.0,,6.0583
0,9.0,2.0,1.0,,6.0277
0,9.0,2.0,1.0,,5.9869
0,9.0,2.0,1.0,,5.9461
0,9.0,2.0,1.0,,5.9155
0,9.0,2.0,1.0,,5.9206
0,9.0,2.0,1.0,,6.1144
0,9.0,2.0,1.0,,6.2164
0,9.0,2.0,1.0,,6.1705
0,9.0,2.0,1.0,,6.145
0,9.0,2.0,1.0,,6.1501
0,9.0,2.0,1.0,,6.1195
0,9.0,2.0,1.0,,6.0583
0,9.0,2.0,1.0,,5.9971
0,9.0,2.0,1.0,,5.9563
0,9.0,2.0,1.0,,5.9461
0,9.0,2.0,1.0,,5.9308
0,9.0,2.0,1.0,,5.9155
0,9.0,2.0,1.0,,5.8747
0,9.0,2.0,1.0,,5.8441
0,9.0,2.0,1.0,,5.8084
0,9.0,2.0,1.0,,5.9512
0,9.0,2.0,1.0,,6.7876
0,9.0,2.0,1.0,,7.7107
0,9.0,2.0,1.0,,7.8943
0,9.0,2.0,1.0,,7.675
0,9.0,2.0,1.0,,7.4251
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,10.0,2.0,1.0,,
0,11.0,2.0,1.0,0.9052777,10.2097
0,11.0,2.0,1.0,0.94389056,10.1995
0,11.0,2.0,1.0,0.94734502,10.1791
0,11.0,2.0,1.0,0.95465139,10.174
0,11.0,2.0,1.0,0.97626681,10.1893
0,11.0,2.0,1.0,0.95288968,10.1842
0,11.0,2.0,1.0,0.95664062,10.1689
0,11.0,2.0,1.0,0.96361517,10.1587
0,11.0,2.0,1.0,0.90934642,10.1383
0,11.0,2.0,1.0,0.87114537,10.1179
0,11.0,2.0,1.0,0.90413851,10.1026
0,11.0,2.0,1.0,0.90544181,10.0822
0,11.0,2.0,1.0,0.89925987,10.0771
0,11.0,2.0,1.0,0.94221333,10.0567
0,11.0,2.0,1.0,0.92212016,10.0465
0,11.0,2.0,1.0,0.91295856,10.0261
0,11.0,2.0,1.0,0.93952667,10.0108
0,11.0,2.0,1.0,0.91858213,9.9904
0,11.0,2.0,1.0,0.91392663,9.9751
0,11.0,2.0,1.0,0.95428363,9.9547
0,11.0,2.0,1.0,0.89908591,9.9394
0,11.0,2.0,1.0,0.88639035,9.9241
0,11.0,2.0,1.0,0.90473464,9.9088
0,11.0,2.0,1.0,0.86811589,9.8833
0,11.0,2.0,1.0,0.86476849,9.8884
0,11.0,2.0,1.0,0.8981134,9.9088
0,11.0,2.0,1.0,0.89118304,9.8986
0,11.0,2.0,1.0,0.90452157,9.8884
0,11.0,2.0,1.0,0.92030582,9.8731
0,11.0,2.0,1.0,0.88036282,9.8527
0,11.0,2.0,1.0,0.88714895,9.8323
0,11.0,2.0,1.0,0.90281519,9.8221
0,11.0,2.0,1.0,0.89083241,9.8119
0,11.0,2.0,1.0,0.92140759,9.8017
0,11.0,2.0,1.0,0.92640233,9.7864
0,11.0,2.0,1.0,0.9095246,9.7711
0,11.0,2.0,1.0,0.92737081,9.7609
0,11.0,2.0,1.0,0.94140625,9.7405
0,11.0,2.0,1.0,0.92617025,9.7201
0,11.0,2.0,1.0,0.9487553,9.7048
0,11.0,2.0,1.0,0.99239562,9.6895
0,11.0,2.0,1.0,0.96009498,9.6742
0,11.0,2.0,1.0,0.92692921,9.6538
0,11.0,2.0,1.0,0.95639349,9.6385
0,11.0,2.0,1.0,0.93970436,9.6181
0,11.0,2.0,1.0,0.92783369,9.613
0,11.0,2.0,1.0,0.96271596,9.5977
0,11.0,2.0,1.0,0.95523564,9.5824
0,11.0,2.0,1.0,0.92780918,9.5569
0,11.0,2.0,1.0,0.94616448,9.5467
0,11.0,2.0,1.0,0.93440418,9.5314
0,11.0,2.0,1.0,0.93591772,9.5161
0,11.0,2.0,1.0,0.95448089,9.4957
0,11.0,2.0,1.0,0.93368902,9.4855
0,11.0,2.0,1.0,0.92900598,9.4753
0,11.0,2.0,1.0,0.95804459,9.4498
0,11.0,2.0,1.0,0.95193889,9.4345
0,11.0,2.0,1.0,0.92182677,9.4243
0,11.0,2.0,1.0,0.98183178,9.4141
0,11.0,2.0,1.0,0.93460131,9.3937
0,11.0,2.0,1.0,0.93594731,9.3835
0,11.0,2.0,1.0,0.97956611,9.3733
0,11.0,2.0,1.0,0.96732241,9.358
0,11.0,2.0,1.0,0.93560408,9.3427
0,11.0,2.0,1.0,0.95186596,9.3274
0,11.0,2.0,1.0,0.95797252,9.3172
0,11.0,2.0,1.0,0.90356859,9.3019
0,11.0,2.0,1.0,0.82363809,9.2866
0,11.0,2.0,1.0,0.77216846,9.2713
0,11.0,2.0,1.0,0.74692235,9.2611
0,11.0,2.0,1.0,0.83338415,9.2407
0,11.0,2.0,1.0,0.90488114,9.2305
0,11.0,2.0,1.0,0.9035378,9.2203
0,11.0,2.0,1.0,0.9554721,9.1999
0,11.0,2.0,1.0,0.9765625,9.1897
0,11.0,2.0,1.0,0.9354375,9.1795
0,11.0,2.0,1.0,0.93150821,9.1693
0,11.0,2.0,1.0,0.96857021,9.154
0,11.0,2.0,1.0,0.95816077,9.1489
0,11.0,2.0,1.0,0.92287946,9.1387
0,11.0,2.0,1.0,0.94109701,9.1183
0,11.0,2.0,1.0,0.99685372,9.0979
0,11.0,2.0,1.0,0.9432216,9.0928
0,11.0,2.0,1.0,0.95840242,9.0775
0,11.0,2.0,1.0,0.95715777,9.0673
0,11.0,2.0,1.0,0.89970129,9.052
0,11.0,2.0,1.0,0.80126719,9.0418
0,11.0,2.0,1.0,0.84267038,9.0316
0,11.0,2.0,1.0,0.98489583,9.0214
0,11.0,2.0,1.0,0.95221657,9.1489
0,11.0,2.0,1.0,0.91018867,9.4549
0,11.0,2.0,1.0,0.95251886,9.5314
0,11.0,2.0,1.0,0.98661376,9.4957
0,11.0,2.0,1.0,0.94140625,9.4294
0,11.0,2.0,1.0,0.94490729,9.3835
0,11.0,2.0,1.0,0.97133848,9.3478
0,11.0,2.0,1.0,0.96019421,9.3223
0,11.0,2.0,1.0,0.94704681,9.3019
0,11.0,2.0,1.0,0.96484375,9.2764
0,11.0,2.0,1.0,0.95187563,9.2611
0,11.0,2.0,1.0,0.93178072,9.2458
0,11.0,2.0,1.0,0.95032093,9.2203
0,11.0,2.0,1.0,0.94108867,9.1999
0,11.0,2.0,1.0,0.91740599,9.1897
0,11.0,2.0,1.0,0.94511218,9.1795
0,11.0,2.0,1.0,0.94407393,9.1693
0,11.0,2.0,1.0,0.9222819,9.1489
0,11.0,2.0,1.0,0.95508644,9.1336
0,11.0,2.0,1.0,0.93603913,9.1234
0,11.0,2.0,1.0,0.89534846,9.1081
0,11.0,2.0,1.0,0.921875,9.0877
0,11.0,2.0,1.0,0.91700874,9.0775
0,11.0,2.0,1.0,0.89770401,9.0571
0,11.0,2.0,1.0,0.92123518,9.0418
0,11.0,2.0,1.0,0.93254455,9.0316
0,11.0,2.0,1.0,0.9095246,9.0163
0,11.0,2.0,1.0,0.9223654,9.0061
0,11.0,2.0,1.0,0.93076621,8.9908
0,11.0,2.0,1.0,0.88914785,8.9755
0,11.0,2.0,1.0,0.92585069,8.9653
0,11.0,2.0,1.0,0.98029756,8.9551
0,11.0,2.0,1.0,0.93818359,8.95
0,11.0,2.0,1.0,0.96936678,8.9398
0,11.0,2.0,1.0,1.011899,8.9296
0,11.0,2.0,1.0,0.9780971,8.9143
0,11.0,2.0,1.0,0.92935786,8.9041
0,11.0,2.0,1.0,0.95152408,8.899
0,11.0,2.0,1.0,0.9453125,8.8837
0,11.0,2.0,1.0,0.9649406,8.8786
0,11.0,2.0,1.0,1.0050872,8.8735
0,11.0,2.0,1.0,0.98254395,8.8633
0,11.0,2.0,1.0,0.9562918,8.848
0,11.0,2.0,1.0,0.96875,8.8429
0,11.0,2.0,1.0,0.95329826,8.8378
0,11.0,2.0,1.0,0.93168149,8.8225
0,11.0,2.0,1.0,0.94728204,8.8174
0,11.0,2.0,1.0,0.94645579,8.8123
0,11.0,2.0,1.0,0.90322266,8.8072
0,11.0,2.0,1.0,0.92041231,8.797
0,11.0,2.0,1.0,,8.7868
0,11.0,2.0,1.0,,8.7817
0,12.0,2.0,1.0,0.91005609,
0,12.0,2.0,1.0,0.890625,
0,12.0,2.0,1.0,0.90450247,
0,12.0,2.0,1.0,0.91411195,
0,12.0,2.0,1.0,0.86527665,
0,12.0,2.0,1.0,0.86633358,
0,12.0,2.0,1.0,0.88562012,
0,12.0,2.0,1.0,0.84592814,
0,12.0,2.0,1.0,0.8160061,
0,12.0,2.0,1.0,0.8671875,
0,12.0,2.0,1.0,0.84628378,
0,12.0,2.0,1.0,0.8107211,
0,12.0,2.0,1.0,0.87932292,
0,12.0,2.0,1.0,0.90274611,
0,12.0,2.0,1.0,0.86139915,
0,12.0,2.0,1.0,0.8704603,
0,12.0,2.0,1.0,0.85285296,
0,12.0,2.0,1.0,0.80691443,
0,12.0,2.0,1.0,0.86230469,
0,12.0,2.0,1.0,0.87506914,
0,12.0,2.0,1.0,0.83726415,
0,12.0,2.0,1.0,0.87443182,
0,12.0,2.0,1.0,0.88819216,
0,12.0,2.0,1.0,0.84868874,
0,12.0,2.0,1.0,0.904954,
0,12.0,2.0,1.0,0.93176321,
0,12.0,2.0,1.0,0.87890625,
0,12.0,2.0,1.0,0.89251736,
0,12.0,2.0,1.0,0.93928151,
0,12.0,2.0,1.0,0.91578254,
0,12.0,2.0,1.0,0.88339055,
0,12.0,2.0,1.0,0.90476597,
0,12.0,2.0,1.0,0.88641698,
0,12.0,2.0,1.0,0.82335069,
0,12.0,2.0,1.0,0.8319572,
0,12.0,2.0,1.0,0.91209239,
0,12.0,2.0,1.0,0.9333032,
0,12.0,2.0,1.0,0.88905582,
0,12.0,2.0,1.0,0.97160866,
0,12.0,2.0,1.0,1.0052567,
0,12.0,2.0,1.0,0.9433125,
0,12.0,2.0,1.0,0.85649497,
0,12.0,2.0,1.0,0.85058131,
0,12.0,2.0,1.0,0.91856715,
0,12.0,2.0,1.0,0.94912269,
0,12.0,2.0,1.0,0.90788595,
0,12.0,2.0,1.0,0.89969308,
0,12.0,2.0,1.0,0.9859501,
0,12.0,2.0,1.0,1.0081881,
0,12.0,2.0,1.0,0.96553309,
0,12.0,2.0,1.0,0.90284455,
0,12.0,2.0,1.0,0.91920774,
0,12.0,2.0,1.0,0.96576003,
0,12.0,2.0,1.0,0.9515625,
0,12.0,2.0,1.0,0.9023763,
0,12.0,2.0,1.0,0.93056512,
0,12.0,2.0,1.0,0.94140625,
0,12.0,2.0,1.0,0.94873249,
0,12.0,2.0,1.0,0.92210005,
0,12.0,2.0,1.0,0.93867188,
0,12.0,2.0,1.0,0.94985912,
0,12.0,2.0,1.0,0.91307773,
0,12.0,2.0,1.0,0.85300926,
0,12.0,2.0,1.0,0.90220424,
0,12.0,2.0,1.0,0.94026216,
0,12.0,2.0,1.0,0.8811015,
0,12.0,2.0,1.0,0.84677011,
0,12.0,2.0,1.0,0.88491863,
0,12.0,2.0,1.0,0.91259973,
0,12.0,2.0,1.0,0.86446388,
0,12.0,2.0,1.0,0.92703919,
0,12.0,2.0,1.0,0.91197917,
0,12.0,2.0,1.0,0.86704799,
0,12.0,2.0,1.0,0.91122159,
0,12.0,2.0,1.0,0.91972656,
0,12.0,2.0,1.0,0.8578726,
0,12.0,2.0,1.0,0.86033381,
0,12.0,2.0,1.0,0.9284073,
0,12.0,2.0,1.0,0.9105535,
0,12.0,2.0,1.0,0.89245605,
0,12.0,2.0,1.0,0.92578125,
0,12.0,2.0,1.0,0.88991627,
0,12.0,2.0,1.0,0.859375,
0,12.0,2.0,1.0,0.9243608,
0,12.0,2.0,1.0,0.89829102,
0,12.0,2.0,1.0,0.8151727,
0,12.0,2.0,1.0,0.79121291,
0,12.0,2.0,1.0,0.85396076,
0,12.0,2.0,1.0,0.84846565,
0,12.0,2.0,1.0,0.79591206,
0,12.0,2.0,1.0,0.91907051,
0,12.0,2.0,1.0,0.95869855,
0,12.0,2.0,1.0,0.93272569,
0,12.0,2.0,1.0,0.89713542,
0,12.0,2.0,1.0,0.93421224,
0,12.0,2.0,1.0,0.9162454,
0,12.0,2.0,1.0,0.86125203,
0,12.0,2.0,1.0,0.81735989,
0,12.0,2.0,1.0,0.82393705,
0,12.0,2.0,1.0,0.8365162,
0,12.0,2.0,1.0,0.82137439,
0,12.0,2.0,1.0,0.88977895,
0,12.0,2.0,1.0,0.90673205,
0,12.0,2.0,1.0,0.87342735,
0,12.0,2.0,1.0,0.9428491,
0,12.0,2.0,1.0,0.94696824,
0,12.0,2.0,1.0,0.87039308,
0,12.0,2.0,1.0,0.87077559,
0,12.0,2.0,1.0,0.88402361,
0,12.0,2.0,1.0,0.83278787,
0,12.0,2.0,1.0,0.84904726,
0,12.0,2.0,1.0,0.91645552,
0,12.0,2.0,1.0,0.91412871,
0,12.0,2.0,1.0,0.88938053,
0,12.0,2.0,1.0,0.95224809,
0,12.0,2.0,1.0,0.91564788,
0,12.0,2.0,1.0,0.85638787,
0,12.0,2.0,1.0,0.87644676,
0,12.0,2.0,1.0,0.91397831,
0,12.0,2.0,1.0,0.86500997,
0,12.0,2.0,1.0,0.89042699,
0,12.0,2.0,1.0,0.97909923,
0,12.0,2.0,1.0,0.93221029,
0,12.0,2.0,1.0,0.8324673,
0,12.0,2.0,1.0,0.79195818,
0,12.0,2.0,1.0,0.77150334,
0,12.0,2.0,1.0,0.86393229,
0,12.0,2.0,1.0,0.98826587,
0,12.0,2.0,1.0,0.93082476,
0,12.0,2.0,1.0,0.9894761,
0,12.0,2.0,1.0,0.94148663,
0,12.0,2.0,1.0,0.89249321,
0,12.0,2.0,1.0,0.88706909,
0,12.0,2.0,1.0,0.9052859,
0,12.0,2.0,1.0,0.86167078,
0,12.0,2.0,1.0,0.88290334,
0,12.0,2.0,1.0,0.91533628,
0,12.0,2.0,1.0,0.8693484,
0,12.0,2.0,1.0,,
0,12.0,2.0,1.0,,
0,12.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
0,13.0,2.0,1.0,,
