FB001,FB002,FB003,FB004,FB005,FB006,FB007,FB008,FB009,FB010,FB011,FB012,FB013,FB014,FB015,FB016,FB017,FB018,FB019,FB020,FB021,FB022,FB023,FB024,FB025,FB026,FB027,FB028,FB029,FB030,FB031,FB032,FB033,FB034,FB035,FB036,FB037,FB038,FB039,FB040,FB041,FB042,FB043,FB044,FB045,FB046,FB047,FB048,FB049,FB050,FB051,FB052,FB053,FB054,FB055,FB056,FB057,FB058,FB059,FB060,FB061,FB062,FB063,FB064,FB065,FB066,FB067,FB068,FB069,FB070,FB071,FB072,FB073,FB074
7.5271,4.0273,4.0642,1.7323,3.8893,13.948,9.8884,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0273,4.0642,1.7323,3.8893,13.948,9.8884,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0273,4.0642,1.7323,3.8893,13.9378,9.8884,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0273,4.0642,1.7323,3.8893,13.9378,9.8884,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0273,4.054,1.7323,3.8893,13.9378,9.8884,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0273,4.054,1.7323,3.8893,13.9378,9.8884,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0273,4.054,1.7323,3.8893,13.9378,9.8884,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0273,4.054,1.7323,3.8893,13.9378,9.8884,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0273,4.054,1.7323,3.8893,13.9378,9.8884,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0273,4.054,1.7323,3.8893,13.9378,9.8884,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0273,4.054,1.7323,3.8893,13.9378,9.8884,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0273,4.054,1.7323,3.8893,13.9378,9.8884,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0273,4.054,1.7323,3.8893,13.9378,9.8884,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0273,4.054,1.7323,3.8893,13.9378,9.8884,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0243,4.054,1.7323,3.8893,13.9378,9.8833,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0243,4.054,1.7323,3.8893,13.9378,9.8833,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0243,4.054,1.7323,3.8863,13.9378,9.8833,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0243,4.054,1.7323,3.8863,13.9378,9.8833,7.6852,6.3694,,11.5561,,,,16.9559,11.2144,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0243,4.054,1.7323,3.8863,13.9378,9.8833,7.6852,6.3694,,11.5561,,,,16.9559,11.194,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5271,4.0243,4.054,1.7323,3.8863,13.9378,9.8833,7.6852,6.3694,,11.5561,,,,16.9559,11.194,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.522,4.0243,4.054,1.7323,3.8863,13.9378,9.8833,7.6801,6.3694,,11.5561,,,,16.9559,11.194,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.522,4.0243,4.054,1.7323,3.8863,13.9378,9.8833,7.6801,6.3694,,11.5561,,,,16.9559,11.194,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.522,4.0243,4.054,1.7323,3.8863,13.9378,9.8833,7.6801,6.3694,,11.5561,,,,16.9559,11.194,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.522,4.0243,4.054,1.7323,3.8863,13.9378,9.8833,7.6801,6.3694,,11.5561,,,,16.9559,11.194,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.522,4.0243,4.054,1.7308,3.8863,13.9378,9.8833,7.6801,6.3694,,11.5459,,,,16.9559,11.194,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.522,4.0243,4.054,1.7308,3.8863,13.9378,9.8833,7.6801,6.3694,,11.5459,,,,16.9559,11.194,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.522,4.0243,4.054,1.7308,3.8863,13.9378,9.8833,7.6801,6.3694,,11.5459,,,,16.9559,11.194,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.522,4.0243,4.054,1.7308,3.8863,13.9378,9.8833,7.6801,6.3694,,11.5459,,,,16.9559,11.194,12.6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
